#separator:tab
#html:true
#notetype:core_rad_notetype_v2
#deck:Corebook::GI::Peritoneum, Mesentery, and Abdominal Wall::Abdominal Calcifications
CT abdomen/pelvis - image-recognition case 8A9E2ABFC89B	"<img src=""RP-24_RadPrimer_plain_RP-24_RadPrimer_image_24_plain_e821f782.jpg"">"	"<img src=""RP-24_RadPrimer_annotated_Abdominal_Calcifications24_annot.jpg""><br><div><b>RadPrimer image 24:</b> Axial CECT in a patient with history of treated non-Hodgkin lymphoma shows a residual soft tissue mass <img src=""arrow_WS.png""> with calcification in the mesentery, representing the sequelae of treatment. The mass was stable over several exams and was not metabolically active on PET.</div>"	Most likely diagnosis?	<b>Treated calcified lymphoma mass</b><br><b>Findings:</b> calcified mesenteric soft-tissue mass; stability; no PET metabolic activity; post-treatment setting.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Treated calcified lymphoma mass.<br><b>Mini-differential:</b> treated lymphoma/nodes versus mucinous implants or untreated lymphoma; stability and absent PET activity support treated residual mass.	Treated calcified lymphoma mass				"Axial CECT in a patient with history of treated non-Hodgkin lymphoma shows a residual soft tissue mass <img src=""arrow_WS.png""> with calcification in the mesentery, representing the sequelae of treatment. The mass was stable over several exams and was not metabolically active on PET."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
CT abdomen/pelvis - image-recognition case 7DB75DA9AF28	"<img src=""RP-25_RadPrimer_plain_RP-25_RadPrimer_image_25_plain_c7b9fea8.jpg"">"	"<img src=""RP-25_RadPrimer_annotated_Abdominal_Calcifications25_annot.jpg""><br><div><b>RadPrimer image 25:</b> Axial CECT shows extensive calcification <img src=""arrow_WC.png""> of the peritoneal lining and along the surface of bowel loops (along with loculated ascites) in a patient with sclerosing peritonitis related to a prior history of peritoneal dialysis.</div>"	Most likely diagnosis?	<b>Sclerosing peritonitis</b><br><b>Findings:</b> calcified peritoneal lining; bowel-surface calcification; loculated ascites; peritoneal dialysis history.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Sclerosing peritonitis.<br><b>Mini-differential:</b> sclerosing peritonitis versus pseudomyxoma/carcinomatosis; peritoneal dialysis history, loculated ascites, and sheetlike peritoneal calcium support sclerosing peritonitis.	Sclerosing peritonitis				"Axial CECT shows extensive calcification <img src=""arrow_WC.png""> of the peritoneal lining and along the surface of bowel loops (along with loculated ascites) in a patient with sclerosing peritonitis related to a prior history of peritoneal dialysis."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
CT abdomen/pelvis - image-recognition case 60F959295724	"<img src=""RP-26_RadPrimer_plain_RP-26_RadPrimer_image_26_plain_0b177694.jpg"">"	"<img src=""RP-26_RadPrimer_annotated_Abdominal_Calcifications26_annot.jpg""><br><div><b>RadPrimer image 26:</b> Axial NECT shows extensive calcification <img src=""arrow_WS.png""> in the left upper quadrant mesentery with tethering of adjacent bowel loops, representing an end-stage form of sclerosing mesenteritis.</div>"	Most likely diagnosis?	<b>End-stage sclerosing mesenteritis</b><br><b>Findings:</b> calcified mesentery; left upper quadrant; tethering of bowel loops.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to End-stage sclerosing mesenteritis.<br><b>Mini-differential:</b> sclerosing mesenteritis versus calcified nodes, lymphangioma, or peritoneal implants; calcified mesenteric mass with tethered bowel supports end-stage sclerosing mesenteritis.	End-stage sclerosing mesenteritis				"Axial NECT shows extensive calcification <img src=""arrow_WS.png""> in the left upper quadrant mesentery with tethering of adjacent bowel loops, representing an end-stage form of sclerosing mesenteritis."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
CT abdomen/pelvis - image-recognition case 7FBE2616A053	"<img src=""SDX-02_STATdx_plain_SDX-02_STATdx_image_02_plain_c6a70b68.jpg"">"	"<img src=""SDX-02_STATdx_annotated_Abdominal_Calcifications2_annot.jpg""><br><div><b>STATdx image 2:</b> Axial CECT shows typical surface calcification <img src=""arrow_WS.png""> (concretion pattern) of a gallstone.</div>"	Most likely diagnosis?	<b>Calcified gallstone</b><br><b>Findings:</b> surface calcification; concretion pattern; gallstone.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Calcified gallstone.<br><b>Mini-differential:</b> gallstone concretion versus porcelain gallbladder; surface/rim calcium around a discrete intraluminal stone supports gallstone.	Calcified gallstone				"Axial CECT shows typical surface calcification <img src=""arrow_WS.png""> (concretion pattern) of a gallstone."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
Abdominal/pelvic radiograph - image-recognition case 4D126004C376	"<img src=""SDX-03_STATdx_plain_SDX-03_STATdx_image_03_plain_f42eb392.jpg"">"	"<img src=""SDX-03_STATdx_annotated_Abdominal_Calcifications3_annot.jpg""><br><div><b>STATdx image 3:</b> Frontal radiograph shows a feeding tube in the duodenum and a cluster of dozens of gallstones that fill the gallbladder <img src=""arrow_WS.png""> and obstruct the GB neck <img src=""arrow_WC.png"">.</div>"	Most likely diagnosis?	<b>Multiple gallstones with gallbladder neck obstruction</b><br><b>Findings:</b> cluster of calcified gallstones; fills gallbladder; obstructs neck.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Multiple gallstones with gallbladder neck obstruction.<br><b>Mini-differential:</b> gallstones versus bowel contents or renal stones on radiograph; clustered RUQ gallbladder distribution with neck obstruction supports gallstones.	Multiple gallstones with gallbladder neck obstruction				"Frontal radiograph shows a feeding tube in the duodenum and a cluster of dozens of gallstones that fill the gallbladder <img src=""arrow_WS.png""> and obstruct the GB neck <img src=""arrow_WC.png"">."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
Abdominal/pelvic radiograph - image-recognition case A9946B23049A	"<img src=""SDX-04_STATdx_plain_SDX-04_STATdx_image_04_plain_81e107d1.jpg"">"	"<img src=""SDX-04_STATdx_annotated_Abdominal_Calcifications4_annot.jpg""><br><div><b>STATdx image 4:</b> Frontal radiograph shows a rim-calcified (eggshell) gallstone <img src=""arrow_WS.png""> in the right upper quadrant.</div>"	Most likely diagnosis?	<b>Rim-calcified gallstone</b><br><b>Findings:</b> eggshell/rim calcification; right upper quadrant.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Rim-calcified gallstone.<br><b>Mini-differential:</b> rim-calcified gallstone versus porcelain gallbladder; a discrete eggshell stone is the teaching point.	Rim-calcified gallstone				"Frontal radiograph shows a rim-calcified (eggshell) gallstone <img src=""arrow_WS.png""> in the right upper quadrant."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
Abdominal/pelvic radiograph - image-recognition case B7A3FB9DED2A	"<img src=""SDX-06_STATdx_plain_SDX-06_STATdx_image_06_plain_4eba2fdd.jpg"">"	"<img src=""SDX-06_STATdx_annotated_Abdominal_Calcifications6_annot.jpg""><br><div><b>STATdx image 6:</b> AP radiograph shows classic eggshell calcification <img src=""arrow_WS.png""> in the right upper quadrant.</div>"	Most likely diagnosis?	<b>Porcelain gallbladder</b><br><b>Findings:</b> eggshell calcification; right upper quadrant; gallbladder wall pattern.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Porcelain gallbladder.<br><b>Mini-differential:</b> porcelain gallbladder versus rim-calcified gallstone; gallbladder wall outline favors porcelain gallbladder.	Porcelain gallbladder				"AP radiograph shows classic eggshell calcification <img src=""arrow_WS.png""> in the right upper quadrant."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
CT abdomen/pelvis - image-recognition case 2AAD852931F9	"<img src=""SDX-08_STATdx_plain_SDX-08_STATdx_image_08_plain_0e4b2b9b.jpg"">"	"<img src=""SDX-08_STATdx_annotated_Abdominal_Calcifications8_annot.jpg""><br><div><b>STATdx image 8:</b> Axial NECT shows multiple hepatic masses, some of which have fine, amorphous calcification <img src=""arrow_WS.png"">. This is mucinous colon carcinoma.</div>"	Most likely diagnosis?	<b>Calcified mucinous colon carcinoma metastases</b><br><b>Findings:</b> multiple hepatic masses; fine amorphous calcification; mucinous primary.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Calcified mucinous colon carcinoma metastases.<br><b>Mini-differential:</b> mucinous liver metastases versus granulomas or hydatid cysts; multiple hepatic masses with fine amorphous calcification support mucinous metastases.	Calcified mucinous colon carcinoma metastases				"Axial NECT shows multiple hepatic masses, some of which have fine, amorphous calcification <img src=""arrow_WS.png"">. This is mucinous colon carcinoma."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
CT abdomen/pelvis - image-recognition case 86CED3EABC0D	"<img src=""SDX-10_STATdx_plain_SDX-10_STATdx_image_10_plain_7c4de1b9.jpg"">"	"<img src=""SDX-10_STATdx_annotated_Abdominal_Calcifications10_annot.jpg""><br><div><b>STATdx image 10:</b> Axial NECT shows dozens of small, dense calcifications <img src=""arrow_WS.png""> in the liver and spleen, characteristic of granulomas, probably healed histoplasmosis.</div>"	Most likely diagnosis?	<b>Healed histoplasmosis granulomas</b><br><b>Findings:</b> dozens of small dense liver and splenic calcifications; granulomatous distribution.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Healed histoplasmosis granulomas.<br><b>Mini-differential:</b> healed histoplasmosis/granulomas versus metastases; innumerable tiny dense liver and spleen foci favor granulomas.	Healed histoplasmosis granulomas				"Axial NECT shows dozens of small, dense calcifications <img src=""arrow_WS.png""> in the liver and spleen, characteristic of granulomas, probably healed histoplasmosis."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
CT abdomen/pelvis - image-recognition case 25B7A695FC80	"<img src=""SDX-13_STATdx_plain_SDX-13_STATdx_image_13_plain_b6821644.jpg"">"	"<img src=""SDX-13_STATdx_annotated_Abdominal_Calcifications13_annot.jpg""><br><div><b>STATdx image 13:</b> Axial CECT shows peripheral rim calcification <img src=""arrow_BO.png""> of a large hydatid cyst. Note daughter cysts (scolices) inside.</div>"	Most likely diagnosis?	<b>Hydatid (echinococcal) cyst</b><br><b>Findings:</b> large cyst; peripheral rim calcification; daughter cysts.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Hydatid (echinococcal) cyst.<br><b>Mini-differential:</b> hydatid cyst versus simple cyst with wall calcium or cystic tumor; daughter cysts plus rim calcification support echinococcosis.	Hydatid (echinococcal) cyst				"Axial CECT shows peripheral rim calcification <img src=""arrow_BO.png""> of a large hydatid cyst. Note daughter cysts (scolices) inside."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
CT abdomen/pelvis - image-recognition case C1D252360FE6	"<img src=""SDX-16_STATdx_plain_SDX-16_STATdx_image_16_plain_aab5b781.jpg"">"	"<img src=""SDX-16_STATdx_annotated_Abdominal_Calcifications16_annot.jpg""><br><div><b>STATdx image 16:</b> Axial CECT shows marked atrophy of the pancreatic parenchyma and calcified concretions <img src=""arrow_WS.png"">.</div>"	Most likely diagnosis?	<b>Chronic pancreatitis</b><br><b>Findings:</b> marked pancreatic atrophy; calcified concretions.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Chronic pancreatitis.<br><b>Mini-differential:</b> chronic pancreatitis versus calcified pancreatic mass or splenic artery calcium; atrophy and concretions support chronic pancreatitis.	Chronic pancreatitis				"Axial CECT shows marked atrophy of the pancreatic parenchyma and calcified concretions <img src=""arrow_WS.png"">."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
Abdominal/pelvic radiograph - image-recognition case 80AA39738908	"<img src=""SDX-20_STATdx_plain_SDX-20_STATdx_image_20_plain_45350316.jpg"">"	"<img src=""SDX-20_STATdx_annotated_Abdominal_Calcifications20_annot.jpg""><br><div><b>STATdx image 20:</b> AP radiograph shows a typical punctate calcified stone <img src=""arrow_WS.png""> in the right kidney and a large staghorn calculus <img src=""arrow_WO.png""> in the left kidney.</div>"	Most likely diagnosis?	<b>Bilateral renal calculi with left staghorn calculus</b><br><b>Findings:</b> punctate right renal stone; large branching left staghorn calculus.<br><b>Reasoning:</b> The source caption directly links this morphology and anatomic distribution to Bilateral renal calculi with left staghorn calculus.<br><b>Mini-differential:</b> renal calculi versus gallstones or vascular calcium; collecting-system location and staghorn morphology are decisive.	Bilateral renal calculi with left staghorn calculus				"AP radiograph shows a typical punctate calcified stone <img src=""arrow_WS.png""> in the right kidney and a large staghorn calculus <img src=""arrow_WO.png""> in the left kidney."											<div><b>Abdominal Calcifications - audited master summary</b></div><ul><li>First localize calcium by compartment: biliary, hepatic/splenic, pancreatic, urinary/adrenal, pelvic reproductive, soft tissue, vascular, bowel, peritoneal, or mesenteric.</li><li>Mechanism buckets: metastatic calcification in otherwise normal tissue; dystrophic calcification in injured tissue; true ossification; concretions in hollow viscera; conduit-wall calcification; cyst-wall calcification; and solid-mass calcification.</li><li>Gallstones may be occult or densely calcified; porcelain gallbladder is mural gallbladder calcium; CT is more sensitive than radiography for many biliary calcifications.</li><li>Core-supported pivots: chronic pancreatitis shows atrophy, diffuse/ductal calcifications, and often a dilated/beaded duct; mucinous metastases, osteosarcoma, and treated lymphoma can calcify in the liver; healed fungal/granulomatous infection can leave punctate hepatic/splenic granulomas; hydatid cysts may show daughter cysts, floating membranes, and peripheral calcification; splenic calcification includes granulomatous disease, remote infarct/hematoma, splenic artery aneurysm, and cystic lesions.</li><li>Pattern is not diagnosis: integrate morphology, organ of origin, wall versus lumen, enhancement, soft tissue, fat/fluid, treatment history, infection exposure, renal failure/diabetes, and temporal stability.</li></ul><div><b>Source basis:</b> RadPrimer canonical article + STATdx supplemental image set, with auditable Core evidence from core_evidence.txt for the Core-specific statements.</div>	
